sentence,difficulty,tokenized,wordnb,cognate,cognatenb,cognateratio,punctuation,token_nb,tokenratio
"Ce processus d'homogénéisation s'est renforcé avec l'industrialisation et le progrès scientifique, qui ont imposé de nouveaux modes de communication, rapides, simples et pratiques.",C1,"['processus', 'homogénéisation', 'renforcer', 'industrialisation', 'progrès', 'scientifique', 'imposer', 'mode', 'communication', 'rapides', 'simple', 'pratique']",26,"['industrialisation', 'mode', 'communication']",3,0.11538461538461539,4,12,0.46153846153846156
Dans l'intérêt d'une sécurité optimale pour le bénéficiaire elles sont toutefois indispensables.,C1,"['intérêt', 'sécurité', 'optimal', 'bénéficiaire', 'indispensable']",14,[],0,0.0,1,5,0.35714285714285715
"Lorsqu'une jeune femme aveugle e effleuré cette inscription en braille sur le mur de l'église Sainte-Croix de Nantes, elle a éclaté de rire",C1,"['jeune', 'femme', 'aveugle', 'effleurer', 'inscription', 'braille', 'mur', 'église', 'saint', 'croix', 'nantes', 'éclater', 'rire']",26,"['aveugle', 'inscription', 'braille', 'saint', 'rire']",5,0.19230769230769232,2,13,0.5
"C'est bien là le miracle de l'écriture anglo-saxonne pour rendre parfois passionnants, subtils et addictifs des objets a priori grossiers.",C1,"['miracle', 'écriture', 'anglo-saxon', 'passionnant', 'subtil', 'addictif', 'objet', 'priori', 'grossier']",23,"['miracle', 'subtil', 'priori', 'grossier']",4,0.17391304347826086,3,9,0.391304347826087
"Pour courir le moins de risques possible, il chargea le bon abbé Blanès, curé de Grianta, de faire continuera Fabrice ses études en latin.",C1,"['courir', 'risque', 'charger', 'bon', 'abbé', 'blanès', 'curer', 'grianta', 'faire', 'continuer', 'fabrice', 'étude', 'latin']",24,"['charger', 'curer', 'faire', 'fabrice', 'latin']",5,0.20833333333333334,4,13,0.5416666666666666
"Bref, pour le corps enseignant, les filles réussissent grâce à leurs talents de ""bûcheuses"", tandis que les garçons échouent par paresse plutôt que par manque de dons.",C1,"['bref', 'corps', 'enseignant', 'fille', 'réussir', 'grâce', 'talent', 'bûcheur', 'tandis', 'garçon', 'échouent', 'paresse', 'manque', 'don']",27,"['talent', 'paresse', 'don']",3,0.1111111111111111,5,14,0.5185185185185185
"La ""visio"" atténuera sans doute l'émotion des retrouvailles et la solennité des adieux.",C1,"['visio', 'atténuer', 'doute', 'émotion', 'retrouvaille', 'solennité', 'adieu']",14,"['visio', 'adieu']",2,0.14285714285714285,3,7,0.5
"Si la multiplicité des cultures est une condition nécessaire pour un développement humain réussi, alors la préservation de la diversité linguistique est essentielle, puisque les langues écrites et orales sont le principal mode de transmission des cultures.",C1,"['multiplicité', 'culture', 'condition', 'nécessaire', 'développement', 'humain', 'réussi', 'préservation', 'diversité', 'linguistique', 'essentielle', 'langue', 'écrire', 'oral', 'principal', 'mode', 'transmission', 'culture']",37,"['linguistique', 'oral', 'mode', 'transmission']",4,0.10810810810810811,3,18,0.4864864864864865
"Honte de devoir leur amour à ma beauté, mon écoeurante beauté qui fait battre les paupières des chéries, ma méprisable beauté dont elles me cassent les oreilles depuis mes seize ans.",C1,"['honte', 'devoir', 'amour', 'beauté', 'écoeurante', 'beauté', 'faire', 'battre', 'paupière', 'chéri', 'méprisable', 'beauté', 'casser', 'oreille', 'an']",31,"['amour', 'faire', 'casser']",3,0.0967741935483871,3,15,0.4838709677419355
"Au regard des défis posés à la société multiculturelle, le couple mixte se présente comme un laboratoire intensif (de tous les instants) d'échanges, d'analyses, de synthèses, capable d'imaginer des solutions originales applicables à un niveau individuel mais susceptibles d'inspirer les politiques collectives ou dans certains cas d'être transposées à l'échelle de la société.",C1,"['regard', 'défi', 'poser', 'société', 'multiculturel', 'couple', 'mixte', 'présente', 'laboratoire', 'intensif', 'instant', 'échange', 'analyse', 'synthèse', 'capable', 'imaginer', 'solution', 'original', 'applicable', 'niveau', 'individuel', 'susceptible', 'inspirer', 'politique', 'collectif', 'cas', 'transposer', 'échelle', 'société']",59,"['poser', 'couple', 'mixte', 'intensif', 'instant', 'analyse', 'solution', 'original', 'applicable', 'inspirer', 'cas']",11,0.1864406779661017,5,29,0.4915254237288136
"Chaque vendredi, il s'envole vers les plus beaux sommets d'Europe",C1,"['vendredi', 'envole', 'beal', 'sommet', 'europe']",12,"['beal', 'sommet', 'europe']",3,0.25,1,5,0.4166666666666667
"Viennent ensuite les personnes âgées, puis les personnes malades ou handicapées, qui font l'objet d'une sollicitude en hausse.",C1,"['viennent', 'ensuite', 'âgé', 'malade', 'handicapé', 'faire', 'objet', 'sollicitude', 'hausse']",20,"['faire', 'sollicitude']",2,0.1,3,9,0.45
"L'extrémité supérieure de la corde est attachée à une planchette doublée de liège, et une branche de coudrier très flexible, fichée sur cette planchette, soutient une petite sonnette qui tinte lorsque le poisson, pris à la ligne, donne des secousses à la corde.",C1,"['extrémité', 'supérieur', 'corde', 'attacher', 'planchette', 'doubler', 'liège', 'branche', 'coudrier', 'flexible', 'ficher', 'planchette', 'soutenir', 'petit', 'sonnette', 'tint', 'poisson', 'prendre', 'ligne', 'donne', 'secousse', 'corde']",44,"['corde', 'attacher', 'planchette', 'doubler', 'planchette', 'tint', 'prendre', 'corde']",8,0.18181818181818182,6,22,0.5
"Plus d'un s'imposait un quart volontaire dans les barres de perroquet, qui eût maudit une telle corvée en toute autre circonstance.",C1,"['imposer', 'quart', 'volontaire', 'barre', 'perroquet', 'maudire', 'corver', 'circonstance']",23,"['quart', 'barre', 'perroquet', 'maudire']",4,0.17391304347826086,2,8,0.34782608695652173
Et tous les terrains Nathalie qui ont été acquis par le conservatoire sont effectivement ouverts au public.,C1,"['terrain', 'nathalie', 'acquérir', 'conservatoire', 'effectivement', 'ouvrir', 'public']",17,"['nathalie', 'conservatoire']",2,0.11764705882352941,1,7,0.4117647058823529
"Le principe général adopté pour identifier les zones de vulnérabilité repose sur la ""méthode de la suppression"" : partant d'une certaine métrique de connectivité calculée pour l'ensemble du graphe, elle consiste à simuler successivement la suppression de tous les éléments du graphe (taches ou liens) et à calculer pour chacun le taux de variation entre la valeur initiale de la métrique et la valeur tenant compte de la suppression.",C1,"['principe', 'général', 'adopté', 'identifier', 'zone', 'vulnérabilité', 'repose', 'méthode', 'suppression', 'partir', 'métrique', 'connectivité', 'calculer', 'ensemble', 'graphe', 'consiste', 'simuler', 'successivement', 'suppression', 'élément', 'graphe', 'taches', 'lien', 'calculer', 'taux', 'variation', 'valeur', 'initial', 'métrique', 'valeur', 'compte', 'suppression']",70,"['identifier', 'repose', 'suppression', 'partir', 'ensemble', 'graphe', 'simuler', 'suppression', 'graphe', 'variation', 'initial', 'suppression']",12,0.17142857142857143,4,32,0.45714285714285713
Instinctivement je regardai ma montre : deux heures du matin.,C1,"['instinctivement', 'regarder', 'montre', 'heure', 'matin']",9,"['regarder', 'montre', 'heure', 'matin']",4,0.4444444444444444,1,5,0.5555555555555556
"Certains responsables craignent que le protocole ne handicape la croissance économique, tandis que d'autres mettent en avant les profits que rapporterait la vente de permis de polluer.",C1,"['responsable', 'craignent', 'protocole', 'handicape', 'croissance', 'économique', 'tandis', 'mettre', 'profit', 'rapporter', 'vente', 'permettre', 'polluer']",28,['permettre'],1,0.03571428571428571,2,13,0.4642857142857143
La biographie est une friandise mais le quotidien de l'écrivain public se nourrit des innombrables demandes de services ponctuels formulées par les particuliers et les entreprises.,C1,"['biographie', 'friandise', 'quotidien', 'écrivain', 'public', 'nourrir', 'innombrable', 'demande', 'service', 'ponctuel', 'formuler', 'entreprise']",27,"['biographie', 'nourrir', 'service', 'formuler']",4,0.14814814814814814,1,12,0.4444444444444444
"Celui-ci, ancien soldat, devinant d'abord le plan de campagne de son interlocuteur, parla des protections qu'avait son maître, ajoutant que, certes, on ne lui chiperait pas ses beaux chevaux.",C1,"['ancien', 'soldat', 'devinant', 'plan', 'campagne', 'interlocuteur', 'parla', 'protection', 'maître', 'ajoutant', 'chiper', 'cheval']",32,"['ancien', 'plan', 'protection']",3,0.09375,8,12,0.375
"Mais le lendemain elle riait comme la veille : c'étaient les doléances de la marquise, sa bellesoeur, qui produisaient ces impressions sombres sur cette âme naturellement si agissante.",C1,"['lendemain', 'rire', 'veille', 'doléance', 'marquis', 'bellesoeur', 'produire', 'impression', 'sombre', 'âme', 'naturellement', 'agissant']",28,"['rire', 'marquis', 'impression', 'sombre']",4,0.14285714285714285,3,12,0.42857142857142855
"Les impôts sur l'énergie comprennent essentiellement les impôts sur les carburants, la taxe CO2 sur les combustibles et le supplément sur les coûts de transport d'électricité.",C1,"['impôt', 'énergie', 'comprendre', 'essentiellement', 'impôt', 'carburant', 'taxe', 'co2', 'combustible', 'supplément', 'coût', 'transport', 'électricité']",28,"['taxe', 'combustible', 'transport']",3,0.10714285714285714,2,13,0.4642857142857143
"Ellénore n'avait qu'un esprit ordinaire ; mais ses idées étaient justes, et ses expressions, toujours simples, étaient quelquefois frappantes par la noblesse et l'élévation de ses sentiments.",C1,"['ellénore', 'esprit', 'ordinaire', 'idée', 'expression', 'simple', 'quelquefois', 'frappant', 'noblesse', 'élévation', 'sentiment']",29,"['esprit', 'expression']",2,0.06896551724137931,4,11,0.3793103448275862
Un arrêté préfectoral indique pour chaque commune le mode de scrutin ainsi que le nombre des délégués et suppléants à élire.,C1,"['arrêté', 'préfectoral', 'indique', 'commune', 'mode', 'scrutin', 'nombre', 'délégué', 'suppléant', 'élire']",21,['mode'],1,0.047619047619047616,1,10,0.47619047619047616
"Qu'ils veuillent préserver un petit secteur d'activité pour continuer d'écouler quelques produits qualifiés ""d'équitables"", on peut le comprendre.",C1,"['vouloir', 'préserver', 'petit', 'secteur', 'activité', 'continuer', 'écouler', 'produit', 'qualifié', 'équitable', 'pouvoir', 'comprendre']",22,['vouloir'],1,0.045454545454545456,3,12,0.5454545454545454
"Après quelques mois de cette pauvreté noble, assiégée par les lettres continuelles de Limercati, et même du comte N. qui lui aussi voulait épouser, il arriva que le marquis del.",C1,"['mois', 'pauvreté', 'noble', 'assiéger', 'lettre', 'continuel', 'limercati', 'comte', 'n.', 'vouloir', 'épouser', 'arriver', 'marquis', 'del']",30,"['continuel', 'vouloir', 'arriver', 'marquis', 'del']",5,0.16666666666666666,5,14,0.4666666666666667
"Le sort, qui semblait contrarier leur passion, ne fit que l'animer.",C1,"['sort', 'semblait', 'contrarier', 'passion', 'faire', 'animer']",12,['faire'],1,0.08333333333333333,3,6,0.5
"Mais, une heure après, l'adjudant du régiment passant à portée du bivouac, les soldats allèrent lui raconter l'arrivée de cet étranger parlant mal français.",C1,"['heure', 'adjuder', 'régiment', 'passant', 'portée', 'bivouac', 'soldat', 'aller', 'raconter', 'arrivée', 'étranger', 'parlant', 'mal', 'français']",26,"['heure', 'bivouac', 'aller', 'mal']",4,0.15384615384615385,4,14,0.5384615384615384
"Le comte Pietranera exposa sa vie pour sauver celle du ministre, qui fut tué à coups de parapluie, et dont le supplice dura cinq heures.",C1,"['comte', 'pietranerer', 'exposer', 'vie', 'sauver', 'ministre', 'tuer', 'coup', 'parapluie', 'supplice', 'durer', 'heure']",25,"['vie', 'sauver', 'supplice', 'durer', 'heure']",5,0.2,3,12,0.48
On se retrouve aujourd'hui exactement dans la situation qu'on redoutait : le gouvernement transforme les mesures pour satisfaire certains intérêts économiques.,C1,"['retrouve', 'situation', 'redouter', 'gouvernement', 'transforme', 'mesure', 'satisfaire', 'intérêt', 'économique']",22,['situation'],1,0.045454545454545456,1,9,0.4090909090909091
"Ces choses faites, il revint tristement à son château de Grianta.",C1,"['chose', 'revenir', 'tristement', 'château', 'grianta']",11,['revenir'],1,0.09090909090909091,2,5,0.45454545454545453
"Ces nouveaux seniors ne joueront pas à faire de la figuration, pronostique Robert Rochefort, directeur général du Centre de recherche pour l'étude et l'observation des conditions de vie (Credoc) et auteur de Vive le papy-boom (Odile Jacob).",C1,"['seniors', 'jouer', 'faire', 'figuration', 'pronostique', 'robert', 'rochefort', 'directeur', 'général', 'centre', 'recherche', 'étude', 'observation', 'condition', 'vie', 'credoc', 'auteur', 'papy', 'boom', 'odile', 'jacob']",40,"['seniors', 'faire', 'figuration', 'rochefort', 'centre', 'vie', 'boom', 'odile', 'jacob']",9,0.225,4,21,0.525
"Aux Etats-Unis, berceau de la co-éducation - et de la discrimination positive - le mélange entre élèves des deux sexes n'est plus obligatoire dans les écoles publiques depuis février 2000.",C1,"['etat', 'unis', 'berceau', 'co-éducation', 'discrimination', 'positif', 'mélange', 'élève', 'sexe', 'obligatoire', 'école', 'publiquer', 'février', '2000']",31,"['etat', 'berceau', 'discrimination', 'positif', 'sexe']",5,0.16129032258064516,6,14,0.45161290322580644
"L'une de ses dernières initiatives a été la création du festival Best of Doc, dont la première édition avait eu lieu en novembre 2019.",C1,"['initiative', 'création', 'festival', 'best', 'of', 'doc', 'édition', 'lieu', 'novembre', '2019']",25,"['initiative', 'festival', 'best', 'doc']",4,0.16,2,10,0.4
"Ses soeurs furent tellement enthousiasmées de son projet, elles l'embrassaient avec une joie si bruyante qu'il prit à la main quelques diamants qui restaient encore à cacher, et voulut partir sur-le-champ.",C1,"['soeur', 'enthousiasmer', 'projet', 'embrassaient', 'joie', 'bruyante', 'prendre', 'main', 'diamant', 'rester', 'cacher', 'vouloir', 'partir', 'sur-le-champ']",35,"['soeur', 'joie', 'prendre', 'main', 'diamant', 'vouloir', 'partir']",7,0.2,5,14,0.4
"Quoique en Turquie le premier gueux en haillons aille s'asseoir sur le divan des cafés auprès du Turc le plus somptueusement vêtu sans que celui-ci se recule pour éviter à sa manche bordée d'or le contact d'une loque effilochée et graisseuse, cependant certaines classes ont leurs lieux de réceptions habituels, et le café à la fontaine de marbre est un des mieux hantés de la ville.",C1,"['quoiqu', 'turquie', 'gueux', 'haillon', 'aill', 'asseoir', 'divan', 'café', 'auprès', 'turc', 'somptueusemer', 'vêtir', 'recule', 'éviter', 'manche', 'border', 'or', 'contact', 'loque', 'effiloché', 'graisseux', 'classe', 'lieux', 'réception', 'habituel', 'café', 'fontaine', 'marbre', 'mieux', 'hanté', 'ville']",70,"['gueux', 'aill', 'asseoir', 'divan', 'turc', 'manche', 'contact', 'classe', 'fontaine', 'marbre']",10,0.14285714285714285,4,31,0.44285714285714284
La malnutrition apparaît donc aujourd'hui comme le résultat d'une organisation inadéquate du système économique et politique.,C1,"['malnutrition', 'apparaître', 'résultat', 'organisation', 'inadéquate', 'système', 'économique', 'politique']",18,['malnutrition'],1,0.05555555555555555,1,8,0.4444444444444444
"En effet, le fantastique allongement de l'espérance de vie (76, 7 ans pour les hommes, 83, 8 pour les femmes) déroule trois belles décennies devant eux.",C1,"['fantastique', 'allongement', 'espérance', 'vie', '76', 'an', 'homme', '83', 'femme', 'déroule', 'décennier']",27,"['fantastique', 'vie', 'homme']",3,0.1111111111111111,5,11,0.4074074074074074
"Or, sur les quelque 6 000 langues qui existent actuellement dans le monde, la moitié compte moins de 10 000 locuteurs et un quart moins de 1 000.",C1,"['or', '000', 'langue', 'exister', 'actuellement', 'monde', 'moitié', 'compte', '10', '000', 'locuteur', 'quart', '000']",28,['quart'],1,0.03571428571428571,3,13,0.4642857142857143
"Le romancier, au contraire, qui prétend nous donner une image exacte de la vie, doit éviter avec soin tout enchaînement d'événements qui paraîtrait exceptionnel.",C1,"['romancier', 'contraire', 'prétendre', 'donner', 'image', 'exacte', 'vie', 'devoir', 'éviter', 'soin', 'enchaînement', 'événement', 'paraîtrait', 'exceptionnel']",25,"['romancier', 'donner', 'image', 'vie']",4,0.16,4,14,0.56
Le sénateur élu à la représentation proportionnelle dont le siège devient vacant pour toute autre cause que l'acceptation de fonctions gouvernementales est remplacé par le candidat figurant sur la même liste immédiatement après le dernier candidat devenu sénateur conformément à l'ordre de cette liste.,C1,"['sénateur', 'élu', 'représentation', 'proportionnel', 'siège', 'devient', 'vacer', 'cause', 'acceptation', 'fonction', 'gouvernemental', 'remplacer', 'candidat', 'figurer', 'liste', 'immédiatement', 'candidat', 'devenir', 'sénateur', 'conformément', 'ordre', 'liste']",46,"['vacer', 'cause', 'acceptation', 'figurer', 'ordre']",5,0.10869565217391304,1,22,0.4782608695652174
"Lui qui, enfant, suivait sa mère trappeur, peut encore aujourd'hui emmener son fils de 14 ans chasser, mais dit craindre la réduction des quotas de chasse pour les ours polaires.",C1,"['enfant', 'mère', 'trappeur', 'pouvoir', 'emmener', 'fils', '14', 'an', 'chasser', 'craindre', 'réduction', 'quota', 'chasse', 'ours', 'polaire']",31,"['enfant', 'chasser', 'quota', 'chasse', 'polaire']",5,0.16129032258064516,5,15,0.4838709677419355
"Depuis l'après-guerre, et jusque dans les années 1990, il s'est produit en Suisse un phénomène dont les effets persistent encore aujourd'hui: les migrantes et migrants sont venus occuper par vagues successives les places les plus basses de l'échelle professionnelle, permettant l'ascension sociale des personnes non issues de la migration.",C1,"['aprè', 'guerre', 'année', '1990', 'produire', 'suisse', 'phénomène', 'persister', 'migrant', 'migrant', 'venir', 'occuper', 'vague', 'successif', 'place', 'échelle', 'professionnel', 'permettre', 'ascension', 'social', 'issu', 'migration']",55,"['persister', 'migrant', 'migrant', 'venir', 'occuper', 'vague', 'permettre', 'ascension', 'social', 'issu', 'migration']",11,0.2,5,22,0.4
"Après nous être époumonées sur ""Come what may"", et après avoir bavé sur le beau Ewan McGregor, on sautera dans un Uber pour continuer la soirée dans notre club préféré qui, lui aussi, aura un thème spécial",C1,"['époumoner', 'come', 'what', 'may', 'bavé', 'ewan', 'mcgregor', 'sauter', 'uber', 'continuer', 'soirée', 'club', 'préférer', 'thème', 'spécial']",37,"['what', 'may', 'ewan', 'mcgregor', 'sauter', 'uber', 'club']",7,0.1891891891891892,5,15,0.40540540540540543
"Il prévoit que les plantations de forêts sont déductibles des émissions de gaz à effet de serre (GES), puisque les arbres croissent en pompant le gaz carbonique dans l'air.",C1,"['prévoir', 'plantation', 'forêt', 'déductible', 'émission', 'gaz', 'serre', 'ges', 'arbre', 'croître', 'pomper', 'gaz', 'carbonique', 'air']",30,"['plantation', 'gaz', 'serre', 'ges', 'pomper', 'gaz', 'air']",7,0.23333333333333334,2,14,0.4666666666666667
"Lettres de motivation, d'amour ou de rupture, relecture de mémoires d'étudiant, textes d'hommage à lire et à distribuer pendant des obsèques, situations administratives à démêler avec la banque, les impôts ou la copropriété, l'écrivain public doit pouvoir répondre à toutes les demandes.",C1,"['lettre', 'motivation', 'amour', 'rupture', 'relecture', 'mémoire', 'étudiant', 'texter', 'hommage', 'lire', 'distribuer', 'obsèque', 'situation', 'administratif', 'démêler', 'banque', 'impôt', 'copropriété', 'écrivain', 'public', 'devoir', 'pouvoir', 'répondre', 'demande']",46,"['motivation', 'amour', 'rupture', 'hommage', 'lire', 'situation', 'administratif']",7,0.15217391304347827,7,24,0.5217391304347826
"Le lendemain, en se promenant, il rencontra un gueux tout couvert de pustules, les yeux morts, le bout du nez rongé, la bouche de travers, les dents noires, et parlant de la gorge, tourmenté d'une toux violente et crachant une dent à chaque effort.",C1,"['lendemain', 'promener', 'rencontrer', 'gueux', 'couvert', 'pustule', 'oeil', 'mort', 'bout', 'nez', 'ronger', 'bouche', 'travers', 'dent', 'noir', 'gorge', 'tourmenté', 'toux', 'violent', 'cracher', 'dent', 'effort']",45,"['promener', 'gueux', 'pustule', 'oeil', 'mort', 'bout', 'bouche', 'dent', 'gorge', 'dent', 'effort']",11,0.24444444444444444,9,22,0.4888888888888889
Chaque miette de vie doit servir à conquérir la dignité.,C1,"['miette', 'vie', 'devoir', 'servir', 'conquérir', 'dignité']",10,"['miette', 'vie', 'servir', 'conquérir']",4,0.4,1,6,0.6
"La loi sur laquelle s'est appuyé le gouvernement néerlandais pour imposer un couvre-feu est prévue pour des ""circonstances très urgentes et exceptionnelles"".",C1,"['loi', 'appuyer', 'gouvernement', 'néerlandais', 'imposer', 'couvre-feu', 'prévoir', 'circonstance', 'urgent', 'exceptionnel']",24,"['loi', 'appuyer', 'urgent']",3,0.125,3,10,0.4166666666666667
"Fabrice se jeta après elle pour la sauver, et tous deux furent entraînés assez loin.",C1,"['fabrice', 'jeter', 'sauver', 'entraîner', 'loin']",15,"['fabrice', 'sauver', 'loin']",3,0.2,2,5,0.3333333333333333
"En cinquante ans, les progrès accomplis par les techniques de l'information ont entraîné une amplification extraordinaire des flux d'informations.",C1,"['an', 'progrès', 'accomplir', 'technique', 'information', 'entraîner', 'amplification', 'extraordinaire', 'flux', 'information']",21,"['amplification', 'flux']",2,0.09523809523809523,2,10,0.47619047619047616
"L'entreprise développe par ailleurs des projets d'exploration spatiale vers la Lune et Mars, et le programme Starlink d'accès à haut débit à Internet par satellites sur Terre.",C1,"['entreprise', 'développe', 'projet', 'exploration', 'spatial', 'lune', 'mars', 'programme', 'starlink', 'accès', 'haut', 'débit', 'internet', 'satellite', 'terre']",30,"['exploration', 'spatial', 'programme', 'internet', 'satellite']",5,0.16666666666666666,2,15,0.5
"Elles enragent souvent de cette horloge biologique implacable, mais peut-être sont-elles ainsi mieux préparées qu'eux à vieillir, du moins celles qui ne s'épuisent pas dans une vaine quête de l'éternelle jeunesse.",C1,"['enrager', 'horloge', 'biologique', 'implacable', 'pouvoir', 'mieux', 'préparer', 'vieillir', 'épuiser', 'vaine', 'quêt', 'éternelle', 'jeuness']",36,"['horloge', 'biologique', 'implacable', 'vaine']",4,0.1111111111111111,5,13,0.3611111111111111
"S'il existe des dizaines de variantes à cette recette, le chef Gérard- Michel Corbin nous propose d'y apporter lui aussi sa touche personnelle",C1,"['existe', 'dizaine', 'variante', 'recette', 'chef', 'gérard-', 'michel', 'corbin', 'propose', 'apporter', 'touche', 'personnelle']",25,"['variante', 'michel', 'corbin', 'propose', 'touche']",5,0.2,2,12,0.48
Nous avons remarqué quelques irrégularités dans la procédure.,C1,"['remarquer', 'irrégularité', 'procédure']",8,[],0,0.0,1,3,0.375
"Après diner, Arthur me donnait souvent une petite friandise avant de ressortir, et je m'assoupissais tranquillement dans mon panier",C1,"['diner', 'arthur', 'donner', 'petit', 'friandise', 'ressortir', 'assoupissais', 'tranquillement', 'panier']",20,"['diner', 'arthur', 'donner', 'panier']",4,0.2,2,9,0.45
"Nommée en juillet 2020, l'ex-députée de la Somme joue gros avec l'examen du projet de loi Climat et résilience en commission spéciale à l'Assemblée nationale, à partir du lundi 8 mars.",C1,"['nommer', 'juillet', '2020', 'député', 'somme', 'joue', 'gros', 'examen', 'projet', 'loi', 'climat', 'résilience', 'commission', 'spécial', 'assemblée', 'national', 'partir', 'lundi', 'mars']",35,"['joue', 'examen', 'loi', 'climat', 'national', 'partir', 'lundi']",7,0.2,4,19,0.5428571428571428
"Lucien Neuwirth, pionnier de la contraception, est mort dans la nuit de lundi à mardi à 89 ans, des suites d'une infection pulmonaire, à l'hôpital Rossini-Sainte-Périne à Pans",C1,"['lucien', 'neuwirth', 'pionnier', 'contraception', 'mourir', 'nuit', 'lundi', 'mardi', '89', 'an', 'suite', 'infection', 'pulmonaire', 'hôpital', 'rossini', 'saint', 'périne', 'pans']",32,"['lucien', 'neuwirth', 'contraception', 'mourir', 'lundi', 'mardi', 'infection', 'pulmonaire', 'rossini', 'saint']",10,0.3125,6,18,0.5625
"Dès que Fabrice fut sorti de la petite ville, marchant gaillardement le sabre de hussard sous le bras, il lui vint un scrupule.",C1,"['fabrice', 'sortir', 'petit', 'ville', 'marcher', 'gaillardemer', 'sabre', 'hussard', 'bras', 'vint', 'scrupule']",23,"['fabrice', 'marcher', 'sabre']",3,0.13043478260869565,3,11,0.4782608695652174
"Cet épisode, auquel la population locale répondra par un élan de solidarité inédit, marque un tournant dans l'histoire de l'Italie, confrontée pour la première fois à l'immigration de masse.",C1,"['épisode', 'population', 'local', 'répondra', 'élan', 'solidarité', 'inédit', 'marque', 'tournant', 'histoire', 'italie', 'confronter', 'fois', 'immigration', 'masse']",32,"['population', 'local', 'histoire', 'italie', 'immigration', 'masse']",6,0.1875,4,15,0.46875
"Malgré cela, des protestataires continuent à descendre dans les rues pour demander le départ des généraux putschistes et la libération des centaines de détenus emprisonnés ces dernières semaines.",C1,"['protestataire', 'continuer', 'descendre', 'rue', 'demander', 'départ', 'général', 'putschiste', 'libération', 'centaine', 'détenu', 'emprisonner', 'semaine']",28,"['descendre', 'demander', 'centaine']",3,0.10714285714285714,2,13,0.4642857142857143
Les canons renversèrent d'abord à peu près six mille hommes de chaque côté ; ensuite la mousqueterie ôta du meilleur des mondes environ neuf à dix mille coquins qui en infectaient la surface.,C1,"['canon', 'renverser', 'homme', 'côté', 'ensuite', 'mousqueterie', 'ôter', 'meilleur', 'monde', 'coquin', 'infectaient', 'surface']",33,"['canon', 'renverser', 'homme', 'coquin', 'surface']",5,0.15151515151515152,1,12,0.36363636363636365
Les linguistes estiment qu'un idiome ne peut survivre qu'à condition de compter au moins 100 000 locuteurs.,C1,"['linguiste', 'estimer', 'idiome', 'pouvoir', 'survivre', 'condition', 'compter', '100', '000', 'locuteur']",19,['compter'],1,0.05263157894736842,1,10,0.5263157894736842
"Alors que leurs effets dévastateurs sur les insectes pollinisateurs ne sont plus à prouver, les néonicotinoïdes seraient également néfastes pour les mammifères dont les humains.",C1,"['dévastateur', 'insecte', 'pollinisateur', 'prouver', 'néonicotinoïde', 'également', 'néfaste', 'mammifère', 'humain']",25,[],0,0.0,2,9,0.36
"Pendant que les humains bavardaient, Mimi le caniche, Fido le berger allemand et moi, on se donnait les nouvelles du quartier et on reniflait les nouveaux arrivants",C1,"['humain', 'bavarder', 'mimi', 'caniche', 'fido', 'berger', 'allemand', 'donner', 'quartier', 'renifler', 'arrivant']",27,"['mimi', 'fido', 'berger', 'donner']",4,0.14814814814814814,3,11,0.4074074074074074
"A chaque épée de lumière jaillie du sable, d'un coquillage blanchi ou d'un débris de verre, mes mâchoires se crispaient.",C1,"['épée', 'lumière', 'jaillie', 'sable', 'coquillage', 'blanchir', 'débris', 'verre', 'mâchoire', 'crisper']",22,"['verre', 'crisper']",2,0.09090909090909091,3,10,0.45454545454545453
"Il n'est guère étonnant, dès lors, que la bifurcation professionnelle et le déménagement prennent des allures de conversion identitaire .",C1,"['guère', 'étonnant', 'bifurcation', 'professionnel', 'déménagement', 'prennent', 'allure', 'conversion', 'identitaire']",20,"['bifurcation', 'allure', 'conversion']",3,0.15,3,9,0.45
"Disciple enthousiaste de Jean-Jacques Rousseau, il avait des tendresses d'amant pour la nature, les champs, les bois, les bêtes.",C1,"['disciple', 'enthousiaste', 'jean', 'jacques', 'rousseau', 'tendresse', 'amant', 'nature', 'champ', 'bois', 'bête']",21,"['disciple', 'jean', 'amant', 'nature', 'champ']",5,0.23809523809523808,6,11,0.5238095238095238
"Le personnage de Saul Goodman est créé pour conduire Walter et Jesse vers un trafic de drogue à plus grande échelle, suppléant à des personnages tels que Badger, un petit trafiquant ami de Jesse.",C1,"['personnage', 'saul', 'goodman', 'créer', 'conduire', 'walter', 'jesse', 'trafic', 'drogue', 'grand', 'échelle', 'suppléer', 'personnage', 'badger', 'petit', 'trafiquer', 'ami', 'jesse']",34,"['saul', 'goodman', 'walter', 'jesse', 'drogue', 'badger', 'jesse']",7,0.20588235294117646,3,18,0.5294117647058824
Les Inuits espèrent pouvoir s'appuyer sur un rapport qui sera remis en septembre 2004 aux huit pays du Conseil de l'Arctique.,C1,"['inuit', 'espérer', 'pouvoir', 'appuyer', 'rapport', 'remettre', 'septembre', '2004', 'pays', 'conseil', 'arctique']",23,"['inuit', 'appuyer']",2,0.08695652173913043,1,11,0.4782608695652174
